Mean,Standard_Deviation,RMS,Maximum,Minimum,Peak_to_Peak,Skewness,Kurtosis,Crest_Factor,Shape_Factor,Impulse_Factor,Clearance_Factor,Dominant_Frequency,Maximum_FFT_Magnitude,Spectral_Energy,Mean_Frequency,Spectral_Entropy,Label
0.9631087608622056,-0.5230639691666955,-0.5217032945207668,-0.6102145174529519,0.5567859461375031,-0.5855460757484006,-0.0627213170139263,-0.6068807734862709,-0.6473744949804393,-0.7137671253331501,-0.6403644026951809,-0.6252174286555328,0.651759728861725,-0.6955273892071288,-0.5724544434236024,0.3235498931224115,0.56551319232671,0
0.9087772530167166,-0.4883093578008914,-0.4873648811099013,-0.568571090285141,0.5467174480965479,-0.559159487232704,-0.212002204516865,-0.5788615626654336,-0.6290884741414894,-0.6871965410603571,-0.6247814922344769,-0.6143483012571334,0.6410754656602616,-0.6290125895562524,-0.557863706028307,0.3276761385662476,0.491097936778231,0
0.900024728585698,-0.4942451894809492,-0.4933139020948357,-0.568571090285141,0.5467174480965479,-0.559159487232704,-0.1712120352251054,-0.5784156941335695,-0.6139951879495691,-0.6572465005222711,-0.6102848954882134,-0.5993770330390766,0.5288907020448976,-0.6799731743054814,-0.5604038166885597,0.3057036334071401,0.6007856043222234,0
0.9035193651607064,-0.5507927726274453,-0.549570739641391,-0.6493377372129128,0.6161773396449095,-0.63460283186209,-0.2210261809798362,-0.6318579452659969,-0.8853523258396873,-0.7186295630178149,-0.7771617837297172,-0.7279769069970964,0.5823120180522139,-0.7270633648546735,-0.5836085686173134,0.2944260526539373,0.6120465996114782,0
0.8972948756988317,-0.5283231481225966,-0.527246313731281,-0.6379367989393046,0.5956579955361273,-0.6187461026132207,-0.3169827375599357,-0.6550618975263061,-0.8317613271364418,-0.8011874877973951,-0.7608501725323765,-0.7233252097007429,0.6571018604624566,-0.7003880178557342,-0.5746030795399535,0.3577294480285873,0.615730111722104,0
0.8965300920106896,-0.4979089460271993,-0.4969772108143233,-0.6271359100485178,0.5264530026723471,-0.5795378619314462,-0.5491700438953169,-0.6010236928338489,-0.560737147834544,-0.719588893964806,-0.5920238665645121,-0.5899228512543138,0.523548570444166,-0.6903046559980134,-0.5619616279737014,0.3639326787910819,0.6686712244692182,0
0.8471803001338291,-0.4926436509639637,-0.4919515665738038,-0.6072142705388445,0.5264530026723471,-0.5692557640591326,-0.6338046724097925,-0.5753973580809747,-0.5739138080925298,-0.6247418296078094,-0.5806967823539338,-0.569747819493027,0.721207439671236,-0.7365959420604409,-0.5597204089556944,0.3382548663003454,0.7112142244650085,0
0.8683180715145659,-0.4952576714841208,-0.4944624944326782,-0.5844123939916281,0.5973148369859047,-0.5919259316571254,-0.4331979920146421,-0.6056696777081245,-0.6934631550882602,-0.6847497549493013,-0.6612789961459061,-0.6382093830299579,0.5823120180522139,-0.6552396604824186,-0.5608351010683003,0.3207255840562364,0.4714600871541882,0
0.8928017715309639,-0.4853672812303384,-0.4845059305032105,-0.5844123939916281,0.5973148369859047,-0.5919259316571254,-0.4935129100004104,-0.6128649787667396,-0.7176068300446885,-0.6925844961200187,-0.6765894343563539,-0.6496178260042238,0.5556013600485558,-0.6725134087582992,-0.5565973885959363,0.3606975609098266,0.5483318561137269,0
0.9014480760053004,-0.4719609984170447,-0.4711170245307334,-0.5562100729990184,0.5325705711022944,-0.5459042526262274,-0.4111873897763258,-0.5947730313655271,-0.606752384778619,-0.6459448064491881,-0.6038965502391835,-0.588191527802362,0.651759728861725,-0.6909386175641582,-0.5507655373618485,0.3547843057468586,0.5004863785854309,0
0.8777610256640667,-0.4716139650330065,-0.4708735094582251,-0.5562100729990184,0.5325705711022944,-0.5459042526262274,-0.3529377164634347,-0.5714731849060324,-0.6073594961787632,-0.6327002479516168,-0.6016596651937237,-0.5889439682554846,0.566285623250019,-0.6932445949064724,-0.5506131762092007,0.3843421168209155,0.6371839360222873,0
0.8433776256844164,-0.4837486969022856,-0.4831082413351624,-0.6120146656014164,0.5617564704868353,-0.5888908545743339,-0.4276589317212886,-0.5620873490859506,-0.7670831587071282,-0.635842584130419,-0.6947813642215975,-0.6631239748055205,0.5556013600485558,-0.660521543303771,-0.5558986142213705,0.3505142615130338,0.5298435693793598,0
0.8505899607434809,-0.4977667697179723,-0.4970389008866002,-0.6255757816531818,0.5617564704868353,-0.5958901139693428,-0.4377209719429162,-0.5975119384184391,-0.7340947005061557,-0.6953054591854342,-0.6865428048195177,-0.6598892068780415,0.5556013600485558,-0.4700601300756484,-0.561901404278179,0.2955894291617781,0.4173843885569449,0
0.8323626161759661,-0.4984806624447459,-0.4978292850075652,-0.641777114989362,0.6133734541145168,-0.6293379022286764,-0.3930147891063023,-0.6372482382475223,-0.9848996781920154,-0.7235534699251606,-0.8347723223829613,-0.7712470127441995,0.566285623250019,-0.6385744483912024,-0.5622041550124104,0.3216340776352047,0.5395433360513382,0
0.8774317437983365,-0.5246604315735789,-0.523693194522875,-0.641777114989362,0.5766680435348323,-0.6114990818236984,-0.7022762046912505,-0.590293787547155,-0.7434392432514914,-0.6437244558314643,-0.6825205911716928,-0.6500461790433174,0.5288907020448976,-0.798065808433097,-0.5731083469119773,0.3236858367295663,0.729818679380825,0
0.8851964226321655,-0.5430408444996317,-0.5419470043650857,-0.6007337372043725,0.5706779244471754,-0.5874042862072525,-0.6492786854812255,-0.5727939178879313,-0.6596150062635557,-0.6475324503877253,-0.6347618937436622,-0.6142214712908918,0.5983384128544087,-0.8242494096066972,-0.5805338520302029,0.2951925750560094,0.8140188863600138,0
0.8403716009101815,-0.5547789827133183,-0.5538369839931635,-0.6007337372043725,0.5706779244471754,-0.5874042862072525,-0.1561895027818883,-0.610149249990208,-0.627369768454777,-0.7168839852519217,-0.629536372768373,-0.6148097692634581,0.721207439671236,-0.713628931277128,-0.5851763996471657,0.329327100915598,0.7303228772029162,0
0.8379391639020368,-0.5184037901001016,-0.5176439875550846,-0.6360166409142758,0.5919619646097007,-0.6159587869249429,-0.1218750931403009,-0.6034672841198847,-0.8356215018333092,-0.6922575557831495,-0.7442164915460221,-0.7015646457798153,0.721207439671236,-0.7087602854586279,-0.5705374304853785,0.2742056343959544,0.6798590268779368,0
0.8521620161024571,-0.4845837891297429,-0.4839023616156548,-0.5662909026304193,0.4970122046032249,-0.5338258846436901,-0.2182506929030011,-0.5849383693318211,-0.4524140124498451,-0.6722991378798456,-0.5202197513027089,-0.5308793112097109,0.651759728861725,-0.5980880588198806,-0.5562593600587548,0.300645910470076,0.4213713078667973,0
0.8792481050576864,-0.5192561675887605,-0.5183059564736466,-0.5662909026304193,0.4970122046032249,-0.5338258846436901,-0.2379593824678966,-0.5932302257355269,-0.353953053337874,-0.7045438075698052,-0.4706664068725106,-0.4963207042478572,0.5556013600485558,-0.5877053209542337,-0.5708889788709288,0.3071966214759106,0.6565206758276632,0
0.8536066075133987,-0.5282456299723493,-0.5273706732855589,-0.5947332433761575,0.622549806759438,-0.6095169906675897,-0.0110408486596628,-0.6136456935708497,-0.6650896705179998,-0.7010369102790615,-0.6480728214359796,-0.6279083289676172,0.5556013600485558,-0.5275849405269343,-0.5745715823107825,0.3140313745408252,0.5798972748854688,0
0.7972462984951822,-0.5283653818412906,-0.5277434990702357,-0.5947332433761575,0.622549806759438,-0.6095169906675897,0.1335766775780787,-0.6193247589870141,-0.6641175345776162,-0.6911564903962658,-0.645641434045235,-0.623084470561358,0.721207439671236,-0.6966042784195632,-0.5746204042071813,0.3119367256378051,0.6494091216966189,0
0.8068273385883605,-0.4998940232682373,-0.4993472120784836,-0.6153749421452167,0.6007559692277502,-0.6095789310162181,-0.0302883552874406,-0.6074441773755224,-0.8434966957347421,-0.6852226890081835,-0.7475243267766506,-0.7009711202227745,0.721207439671236,-0.6874161530949296,-0.5628026397676709,0.3762244880563731,0.5776848045106195,0
0.8141990035824552,-0.4880620180711762,-0.4875293345220357,-0.6153749421452167,0.6007559692277502,-0.6095789310162181,-0.1835374428517685,-0.6018422454766823,-0.8699633185990688,-0.672268451626787,-0.760530734322227,-0.7095574135015312,0.6464175972609932,-0.4961572596184023,-0.5577574608736614,0.3591633329407808,0.2370987483359992,0
0.7986484019234453,-0.5143244736263001,-0.5137552899576798,-0.5886127396713785,0.6256085909744117,-0.607844601254623,-0.4033153407856923,-0.6236289445869474,-0.667257759438383,-0.6980800802653737,-0.6487543411648687,-0.6257085154747555,0.6410754656602616,-0.7085877363941713,-0.5688493357842546,0.3449433212518903,0.6062829892322931,0
0.810109535249991,-0.4448173219201532,-0.4444524008507468,-0.5636506853460047,0.6248438949206683,-0.5945893666481463,-0.2921644487722328,-0.6382644399275834,-0.7073959978459424,-0.7439050755391142,-0.6802493048485971,-0.6572514773237815,0.721207439671236,-0.6593401329716652,-0.5386483746207688,0.372688927218003,0.4989729648640713,0
0.7620025168663768,-0.4457523474124329,-0.445575125262719,-0.5636506853460047,0.5989716784356822,-0.582015475876582,0.0547470732386464,-0.6170572684439106,-0.7048233285700974,-0.6762239949386286,-0.6662200784469521,-0.6411353799027936,0.5288907020448976,-0.5693913598574428,-0.5390726669594758,0.3410059895155126,0.5940749639875663,0
0.7726670005177714,-0.502796100660359,-0.5023837465995832,-0.5257275643516869,0.5952756475092557,-0.5606460555997855,0.2242327199857027,-0.5759340270429998,-0.3653085972404473,-0.6156129881653288,-0.4576434003569226,-0.4743084876410639,0.523548570444166,-0.7002383883168843,-0.5640281125361175,0.3179852745455919,0.8500417705822993,0
0.7853602853418804,-0.4905867745588164,-0.4901663103948493,-0.5257275643516869,0.5952756475092557,-0.5606460555997855,0.0655062711259886,-0.5936483084012254,-0.4003787883102586,-0.6612302997335215,-0.4878802810153173,-0.5024687209753302,0.6464175972609932,-0.5647368134036884,-0.5588406367973454,0.3521064136076324,0.7798825503571709,0
0.7177725269018354,-0.5000114364780712,-0.4998377777526036,-0.6309762260985753,0.6146479475374225,-0.6243826743384047,-0.3545522378052936,-0.6192096098524296,-0.9241166320874408,-0.7183660641521702,-0.7992499976652728,-0.7468557304686673,0.5556013600485558,-0.625455506742036,-0.5628523369759736,0.3492107943962649,0.4857254784896613,0
0.6707277080850848,-0.5025599547132148,-0.5025685595331197,-0.5610104680615903,0.5769229422194134,-0.5699371078940448,-0.1209832302676416,-0.5714898984951167,-0.5502881928643754,-0.6429525754093111,-0.57064916143076,-0.5629213484237118,0.5556013600485558,-0.6653150576479664,-0.5639285741385797,0.337521612604821,0.5687532263394609,0
0.6238528411990206,-0.4738537504594348,-0.4741281548266414,-0.5610104680615903,0.5769229422194134,-0.5699371078940448,-0.0467504157410351,-0.5809677546839451,-0.6235382636223779,-0.6502859445368318,-0.6144428116253485,-0.5966560158492489,0.721207439671236,-0.6505033986647274,-0.5515949645896573,0.3445014483044943,0.609502311424296,0
0.6267526460165865,-0.4860088186652437,-0.4862392987617504,-0.5072460433607852,0.602285361335237,-0.5545139610855743,-0.1115086832801088,-0.577915151553704,-0.316296482565443,-0.662670469269644,-0.4397179952125543,-0.4673257687421127,0.721207439671236,-0.6726225512741417,-0.5568739693394785,0.3235615488209435,0.633858722549756,0
0.6672118275187373,-0.505846716821327,-0.5058588481368032,-0.5072460433607852,0.602285361335237,-0.5545139610855743,0.2733657047679484,-0.5688644445203576,-0.2575230476086069,-0.6514330468387434,-0.40324757924427,-0.4384078443385986,0.6944967816675779,-0.7285320733155844,-0.5653111517270519,0.3056143944004485,0.6259480934293025,0
0.6781631050531836,-0.5184994359092278,-0.5184247052377459,-0.5786519199165419,0.5719524178700811,-0.5766266655459116,0.0159991871558341,-0.5713982249505776,-0.6017514300928067,-0.6426559690875381,-0.6003607108082845,-0.5877115100837554,0.5556013600485558,-0.6316266596872079,-0.5705769004516408,0.2995331762328965,0.6777618817421386,0
0.6241608790734249,-0.4918292028880714,-0.4920532800870468,-0.5786519199165419,0.5719524178700811,-0.5766266655459116,-0.1680603638912416,-0.5995737664488039,-0.6694902305575542,-0.6821304439852363,-0.647015804555409,-0.6266968740797287,0.5556013600485558,-0.60154067178073,-0.5593723311113831,0.3716171957585567,0.508186426400857,0
0.6297055608124869,-0.4769995897953943,-0.477243499758686,-0.6127347248608022,0.615412643591166,-0.6153393834386589,-0.0968819098226731,-0.6277506178050246,-0.8789144971688506,-0.7149733343984704,-0.772870850789809,-0.7249569426636306,0.5556013600485558,-0.4491541095426125,-0.5529692398380183,0.3613132345829829,0.4655641384850779,0
0.6997576222476853,-0.5141849618035562,-0.51403623339978,-0.6104545372060806,0.5616290211445447,-0.5880236896935365,-0.2371110462597148,-0.5844386798033355,-0.6915288191798608,-0.6475514333196558,-0.6532118915471802,-0.6296803566564355,0.5983384128544087,-0.6996736461979428,-0.5687914415679772,0.3509399740772411,0.5658605335930226,0
0.6938411706602151,-0.5154664405130485,-0.5153376634078839,-0.6104545372060806,0.5616290211445447,-0.5880236896935365,-0.1641247201480382,-0.5862267776690222,-0.688238467213456,-0.6603146036065151,-0.6537009911705101,-0.6330728686282381,0.6464175972609932,-0.6513763689837329,-0.5693228326580445,0.3462143621791249,0.5197684122952364,0
0.6738930627943635,-0.5060362303374385,-0.5060208396127945,-0.6016938162168869,0.62522624294754,-0.614410278209233,-0.1721338084548076,-0.6121949702352967,-0.7559166266528556,-0.6958432463918052,-0.6991492634632489,-0.6683845174915637,0.6464175972609932,-0.6200104083808443,-0.5653906998590448,0.3497087723153771,0.498143999450607,0
